name,abbr,cod,year,deaths
Sweden,SE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,286
Sweden,SE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,2323
Iceland,IS,Malignant neoplasms (C00-C97),2016.0,671
Iceland,IS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,47
Iceland,IS,Mental and behavioural disorders (F00-F99),2016.0,66
Iceland,IS,Diseases of the circulatory system (I00-I99),2016.0,732
Iceland,IS,Diseases of the respiratory system (J00-J99),2016.0,186
Iceland,IS,Diseases of the digestive system (K00-K93),2016.0,56
Iceland,IS,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,3
Iceland,IS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,13
Iceland,IS,Diseases of the genitourinary system (N00-N99),2016.0,31
Iceland,IS,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,0
Iceland,IS,Certain conditions originating in the perinatal period (P00-P96),2016.0,1
Iceland,IS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,7
Iceland,IS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,10
Norway,NO,Malignant neoplasms (C00-C97),2016.0,10884
Norway,NO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,1007
Norway,NO,Mental and behavioural disorders (F00-F99),2016.0,2794
Norway,NO,Diseases of the circulatory system (I00-I99),2016.0,11030
Norway,NO,Diseases of the respiratory system (J00-J99),2016.0,4366
Norway,NO,Diseases of the digestive system (K00-K93),2016.0,1272
Norway,NO,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,114
Norway,NO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,300
Norway,NO,Diseases of the genitourinary system (N00-N99),2016.0,800
Norway,NO,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,0
Norway,NO,Certain conditions originating in the perinatal period (P00-P96),2016.0,66
Norway,NO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,137
Norway,NO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,1567
Switzerland,CH,Malignant neoplasms (C00-C97),2016.0,17511
Switzerland,CH,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,1748
Switzerland,CH,Mental and behavioural disorders (F00-F99),2016.0,5075
Switzerland,CH,Diseases of the circulatory system (I00-I99),2016.0,20999
Switzerland,CH,Diseases of the respiratory system (J00-J99),2016.0,4151
Switzerland,CH,Diseases of the digestive system (K00-K93),2016.0,2491
Switzerland,CH,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,124
Switzerland,CH,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,657
Switzerland,CH,Diseases of the genitourinary system (N00-N99),2016.0,1080
Switzerland,CH,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,3
Switzerland,CH,Certain conditions originating in the perinatal period (P00-P96),2016.0,174
Switzerland,CH,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,298
Switzerland,CH,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,2263
Serbia,RS,Malignant neoplasms (C00-C97),2016.0,21526
Serbia,RS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,3287
Serbia,RS,Mental and behavioural disorders (F00-F99),2016.0,1445
Serbia,RS,Diseases of the circulatory system (I00-I99),2016.0,52099
Serbia,RS,Diseases of the respiratory system (J00-J99),2016.0,4877
Serbia,RS,Diseases of the digestive system (K00-K93),2016.0,3233
Serbia,RS,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,107
Serbia,RS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,152
Serbia,RS,Diseases of the genitourinary system (N00-N99),2016.0,2264
Serbia,RS,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,7
Serbia,RS,Certain conditions originating in the perinatal period (P00-P96),2016.0,244
Serbia,RS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,112
Serbia,RS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,4670
Belgium,BE,Malignant neoplasms (C00-C97),2017.0,26672
Belgium,BE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,2688
Belgium,BE,Mental and behavioural disorders (F00-F99),2017.0,5643
Belgium,BE,Diseases of the circulatory system (I00-I99),2017.0,29702
Belgium,BE,Diseases of the respiratory system (J00-J99),2017.0,12242
Belgium,BE,Diseases of the digestive system (K00-K93),2017.0,4847
Belgium,BE,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,372
Belgium,BE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,642
Belgium,BE,Diseases of the genitourinary system (N00-N99),2017.0,2706
Belgium,BE,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,2
Belgium,BE,Certain conditions originating in the perinatal period (P00-P96),2017.0,208
Belgium,BE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,226
Belgium,BE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,5437
Bulgaria,BG,Malignant neoplasms (C00-C97),2017.0,17353
Bulgaria,BG,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,1591
Bulgaria,BG,Mental and behavioural disorders (F00-F99),2017.0,75
Bulgaria,BG,Diseases of the circulatory system (I00-I99),2017.0,72146
Bulgaria,BG,Diseases of the respiratory system (J00-J99),2017.0,4580
Bulgaria,BG,Diseases of the digestive system (K00-K93),2017.0,3884
Bulgaria,BG,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,55
Bulgaria,BG,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,34
Bulgaria,BG,Diseases of the genitourinary system (N00-N99),2017.0,1555
Bulgaria,BG,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,5
Bulgaria,BG,Certain conditions originating in the perinatal period (P00-P96),2017.0,208
Bulgaria,BG,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,106
Bulgaria,BG,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,2488
Czechia,CZ,Malignant neoplasms (C00-C97),2017.0,27404
Czechia,CZ,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,4512
Czechia,CZ,Mental and behavioural disorders (F00-F99),2017.0,1738
Czechia,CZ,Diseases of the circulatory system (I00-I99),2017.0,49597
Czechia,CZ,Diseases of the respiratory system (J00-J99),2017.0,8097
Czechia,CZ,Diseases of the digestive system (K00-K93),2017.0,4814
Czechia,CZ,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,218
Czechia,CZ,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,228
Czechia,CZ,Diseases of the genitourinary system (N00-N99),2017.0,1607
Czechia,CZ,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,2
Czechia,CZ,Certain conditions originating in the perinatal period (P00-P96),2017.0,178
Czechia,CZ,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,163
Czechia,CZ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,1153
Denmark,DK,Malignant neoplasms (C00-C97),2017.0,15618
Denmark,DK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,1731
Denmark,DK,Mental and behavioural disorders (F00-F99),2017.0,3615
Denmark,DK,Diseases of the circulatory system (I00-I99),2017.0,12394
Denmark,DK,Diseases of the respiratory system (J00-J99),2017.0,6350
Denmark,DK,Diseases of the digestive system (K00-K93),2017.0,2070
Denmark,DK,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,67
Denmark,DK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,372
Denmark,DK,Diseases of the genitourinary system (N00-N99),2017.0,920
Denmark,DK,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,1
Denmark,DK,Certain conditions originating in the perinatal period (P00-P96),2017.0,139
Denmark,DK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,142
Denmark,DK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,3537
Germany,DE,Malignant neoplasms (C00-C97),2017.0,228047
Germany,DE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,33963
Germany,DE,Mental and behavioural disorders (F00-F99),2017.0,52672
Germany,DE,Diseases of the circulatory system (I00-I99),2017.0,345208
Germany,DE,Diseases of the respiratory system (J00-J99),2017.0,68500
Germany,DE,Diseases of the digestive system (K00-K93),2017.0,41124
Germany,DE,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,1569
Germany,DE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,4820
Germany,DE,Diseases of the genitourinary system (N00-N99),2017.0,23491
Germany,DE,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,22
Germany,DE,Certain conditions originating in the perinatal period (P00-P96),2017.0,1488
Germany,DE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,2081
Germany,DE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,29973
Estonia,EE,Malignant neoplasms (C00-C97),2017.0,3820
Estonia,EE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,225
Estonia,EE,Mental and behavioural disorders (F00-F99),2017.0,150
Estonia,EE,Diseases of the circulatory system (I00-I99),2017.0,8021
Estonia,EE,Diseases of the respiratory system (J00-J99),2017.0,558
Estonia,EE,Diseases of the digestive system (K00-K93),2017.0,624
Estonia,EE,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,15
Estonia,EE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,61
Estonia,EE,Diseases of the genitourinary system (N00-N99),2017.0,146
Estonia,EE,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,0
Estonia,EE,Certain conditions originating in the perinatal period (P00-P96),2017.0,18
Estonia,EE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,34
Estonia,EE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,331
Ireland,IE,Malignant neoplasms (C00-C97),2017.0,9141
Ireland,IE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,759
Ireland,IE,Mental and behavioural disorders (F00-F99),2017.0,1759
Ireland,IE,Diseases of the circulatory system (I00-I99),2017.0,8889
Ireland,IE,Diseases of the respiratory system (J00-J99),2017.0,4059
Ireland,IE,Diseases of the digestive system (K00-K93),2017.0,1064
Ireland,IE,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,58
Ireland,IE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,243
Ireland,IE,Diseases of the genitourinary system (N00-N99),2017.0,599
Ireland,IE,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,1
Ireland,IE,Certain conditions originating in the perinatal period (P00-P96),2017.0,88
Ireland,IE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,167
Ireland,IE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,129
Greece,EL,Malignant neoplasms (C00-C97),2017.0,29872
Greece,EL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,2464
Greece,EL,Mental and behavioural disorders (F00-F99),2017.0,1827
Greece,EL,Diseases of the circulatory system (I00-I99),2017.0,46942
Greece,EL,Diseases of the respiratory system (J00-J99),2017.0,13847
Greece,EL,Diseases of the digestive system (K00-K93),2017.0,3617
Greece,EL,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,62
Greece,EL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,318
Greece,EL,Diseases of the genitourinary system (N00-N99),2017.0,3578
Greece,EL,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,10
Greece,EL,Certain conditions originating in the perinatal period (P00-P96),2017.0,159
Greece,EL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,213
Greece,EL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,8236
Spain,ES,Malignant neoplasms (C00-C97),2017.0,109073
Spain,ES,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,13296
Spain,ES,Mental and behavioural disorders (F00-F99),2017.0,21722
Spain,ES,Diseases of the circulatory system (I00-I99),2017.0,122465
Spain,ES,Diseases of the respiratory system (J00-J99),2017.0,51615
Spain,ES,Diseases of the digestive system (K00-K93),2017.0,20447
Spain,ES,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,1691
Spain,ES,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,5070
Spain,ES,Diseases of the genitourinary system (N00-N99),2017.0,13188
Spain,ES,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,13
Spain,ES,Certain conditions originating in the perinatal period (P00-P96),2017.0,629
Spain,ES,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,814
Spain,ES,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,9333
France,FR,Malignant neoplasms (C00-C97),2017.0,164090
France,FR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,22181
France,FR,Mental and behavioural disorders (F00-F99),2017.0,25947
France,FR,Diseases of the circulatory system (I00-I99),2017.0,144197
France,FR,Diseases of the respiratory system (J00-J99),2017.0,44823
France,FR,Diseases of the digestive system (K00-K93),2017.0,24250
France,FR,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,1629
France,FR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,4014
France,FR,Diseases of the genitourinary system (N00-N99),2017.0,10873
France,FR,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,41
France,FR,Certain conditions originating in the perinatal period (P00-P96),2017.0,1693
France,FR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,1641
France,FR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,59772
Croatia,HR,Malignant neoplasms (C00-C97),2017.0,13770
Croatia,HR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,2400
Croatia,HR,Mental and behavioural disorders (F00-F99),2017.0,1202
Croatia,HR,Diseases of the circulatory system (I00-I99),2017.0,23594
Croatia,HR,Diseases of the respiratory system (J00-J99),2017.0,3163
Croatia,HR,Diseases of the digestive system (K00-K93),2017.0,2274
Croatia,HR,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,10
Croatia,HR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,118
Croatia,HR,Diseases of the genitourinary system (N00-N99),2017.0,1480
Croatia,HR,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,0
Croatia,HR,Certain conditions originating in the perinatal period (P00-P96),2017.0,76
Croatia,HR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,96
Croatia,HR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,823
Italy,IT,Malignant neoplasms (C00-C97),2017.0,170554
Italy,IT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,29519
Italy,IT,Mental and behavioural disorders (F00-F99),2017.0,24406
Italy,IT,Diseases of the circulatory system (I00-I99),2017.0,232992
Italy,IT,Diseases of the respiratory system (J00-J99),2017.0,53372
Italy,IT,Diseases of the digestive system (K00-K93),2017.0,23261
Italy,IT,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,1413
Italy,IT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,3651
Italy,IT,Diseases of the genitourinary system (N00-N99),2017.0,12017
Italy,IT,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,16
Italy,IT,Certain conditions originating in the perinatal period (P00-P96),2017.0,801
Italy,IT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,1399
Italy,IT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,14257
Cyprus,CY,Malignant neoplasms (C00-C97),2017.0,1415
Cyprus,CY,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,429
Cyprus,CY,Mental and behavioural disorders (F00-F99),2017.0,199
Cyprus,CY,Diseases of the circulatory system (I00-I99),2017.0,1992
Cyprus,CY,Diseases of the respiratory system (J00-J99),2017.0,595
Cyprus,CY,Diseases of the digestive system (K00-K93),2017.0,217
Cyprus,CY,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,33
Cyprus,CY,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,42
Cyprus,CY,Diseases of the genitourinary system (N00-N99),2017.0,245
Cyprus,CY,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,0
Cyprus,CY,Certain conditions originating in the perinatal period (P00-P96),2017.0,12
Cyprus,CY,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,14
Cyprus,CY,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,160
Latvia,LV,Malignant neoplasms (C00-C97),2017.0,5994
Latvia,LV,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,609
Latvia,LV,Mental and behavioural disorders (F00-F99),2017.0,526
Latvia,LV,Diseases of the circulatory system (I00-I99),2017.0,15864
Latvia,LV,Diseases of the respiratory system (J00-J99),2017.0,844
Latvia,LV,Diseases of the digestive system (K00-K93),2017.0,1019
Latvia,LV,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,58
Latvia,LV,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,74
Latvia,LV,Diseases of the genitourinary system (N00-N99),2017.0,418
Latvia,LV,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,1
Latvia,LV,Certain conditions originating in the perinatal period (P00-P96),2017.0,55
Latvia,LV,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,45
Latvia,LV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,356
Lithuania,LT,Malignant neoplasms (C00-C97),2017.0,7950
Lithuania,LT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,456
Lithuania,LT,Mental and behavioural disorders (F00-F99),2017.0,276
Lithuania,LT,Diseases of the circulatory system (I00-I99),2017.0,22472
Lithuania,LT,Diseases of the respiratory system (J00-J99),2017.0,1340
Lithuania,LT,Diseases of the digestive system (K00-K93),2017.0,1982
Lithuania,LT,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,63
Lithuania,LT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,104
Lithuania,LT,Diseases of the genitourinary system (N00-N99),2017.0,341
Lithuania,LT,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,2
Lithuania,LT,Certain conditions originating in the perinatal period (P00-P96),2017.0,28
Lithuania,LT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,66
Lithuania,LT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,210
Luxembourg,LU,Malignant neoplasms (C00-C97),2017.0,1109
Luxembourg,LU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,147
Luxembourg,LU,Mental and behavioural disorders (F00-F99),2017.0,228
Luxembourg,LU,Diseases of the circulatory system (I00-I99),2017.0,1276
Luxembourg,LU,Diseases of the respiratory system (J00-J99),2017.0,314
Luxembourg,LU,Diseases of the digestive system (K00-K93),2017.0,194
Luxembourg,LU,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,7
Luxembourg,LU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,18
Luxembourg,LU,Diseases of the genitourinary system (N00-N99),2017.0,91
Luxembourg,LU,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,2
Luxembourg,LU,Certain conditions originating in the perinatal period (P00-P96),2017.0,11
Luxembourg,LU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,9
Luxembourg,LU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,141
Hungary,HU,Malignant neoplasms (C00-C97),2017.0,32844
Hungary,HU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,3487
Hungary,HU,Mental and behavioural disorders (F00-F99),2017.0,3818
Hungary,HU,Diseases of the circulatory system (I00-I99),2017.0,65598
Hungary,HU,Diseases of the respiratory system (J00-J99),2017.0,8148
Hungary,HU,Diseases of the digestive system (K00-K93),2017.0,6264
Hungary,HU,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,114
Hungary,HU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,395
Hungary,HU,Diseases of the genitourinary system (N00-N99),2017.0,781
Hungary,HU,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,14
Hungary,HU,Certain conditions originating in the perinatal period (P00-P96),2017.0,184
Hungary,HU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,298
Hungary,HU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,248
Malta,MT,Malignant neoplasms (C00-C97),2017.0,950
Malta,MT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,197
Malta,MT,Mental and behavioural disorders (F00-F99),2017.0,193
Malta,MT,Diseases of the circulatory system (I00-I99),2017.0,1288
Malta,MT,Diseases of the respiratory system (J00-J99),2017.0,385
Malta,MT,Diseases of the digestive system (K00-K93),2017.0,131
Malta,MT,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,20
Malta,MT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,18
Malta,MT,Diseases of the genitourinary system (N00-N99),2017.0,108
Malta,MT,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,0
Malta,MT,Certain conditions originating in the perinatal period (P00-P96),2017.0,14
Malta,MT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,19
Malta,MT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,11
Netherlands,NL,Malignant neoplasms (C00-C97),2017.0,45064
Netherlands,NL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,3587
Netherlands,NL,Mental and behavioural disorders (F00-F99),2017.0,12621
Netherlands,NL,Diseases of the circulatory system (I00-I99),2017.0,38423
Netherlands,NL,Diseases of the respiratory system (J00-J99),2017.0,12997
Netherlands,NL,Diseases of the digestive system (K00-K93),2017.0,4504
Netherlands,NL,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,300
Netherlands,NL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,1176
Netherlands,NL,Diseases of the genitourinary system (N00-N99),2017.0,3314
Netherlands,NL,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,3
Netherlands,NL,Certain conditions originating in the perinatal period (P00-P96),2017.0,392
Netherlands,NL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,482
Netherlands,NL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,4623
Austria,AT,Malignant neoplasms (C00-C97),2017.0,20482
Austria,AT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,4146
Austria,AT,Mental and behavioural disorders (F00-F99),2017.0,2974
Austria,AT,Diseases of the circulatory system (I00-I99),2017.0,33668
Austria,AT,Diseases of the respiratory system (J00-J99),2017.0,5341
Austria,AT,Diseases of the digestive system (K00-K93),2017.0,2943
Austria,AT,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,79
Austria,AT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,331
Austria,AT,Diseases of the genitourinary system (N00-N99),2017.0,1855
Austria,AT,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,3
Austria,AT,Certain conditions originating in the perinatal period (P00-P96),2017.0,150
Austria,AT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,254
Austria,AT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,996
Poland,PL,Malignant neoplasms (C00-C97),2017.0,99691
Poland,PL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,9460
Poland,PL,Mental and behavioural disorders (F00-F99),2017.0,3725
Poland,PL,Diseases of the circulatory system (I00-I99),2017.0,167367
Poland,PL,Diseases of the respiratory system (J00-J99),2017.0,26333
Poland,PL,Diseases of the digestive system (K00-K93),2017.0,16744
Poland,PL,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,380
Poland,PL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,571
Poland,PL,Diseases of the genitourinary system (N00-N99),2017.0,3932
Poland,PL,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,9
Poland,PL,Certain conditions originating in the perinatal period (P00-P96),2017.0,861
Poland,PL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,890
Poland,PL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,38189
Portugal,PT,Malignant neoplasms (C00-C97),2017.0,27503
Portugal,PT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,5364
Portugal,PT,Mental and behavioural disorders (F00-F99),2017.0,4032
Portugal,PT,Diseases of the circulatory system (I00-I99),2017.0,32365
Portugal,PT,Diseases of the respiratory system (J00-J99),2017.0,12819
Portugal,PT,Diseases of the digestive system (K00-K93),2017.0,5011
Portugal,PT,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,126
Portugal,PT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,437
Portugal,PT,Diseases of the genitourinary system (N00-N99),2017.0,3335
Portugal,PT,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,12
Portugal,PT,Certain conditions originating in the perinatal period (P00-P96),2017.0,134
Portugal,PT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,187
Portugal,PT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,6693
Romania,RO,Malignant neoplasms (C00-C97),2017.0,51580
Romania,RO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,2739
Romania,RO,Mental and behavioural disorders (F00-F99),2017.0,343
Romania,RO,Diseases of the circulatory system (I00-I99),2017.0,150353
Romania,RO,Diseases of the respiratory system (J00-J99),2017.0,15552
Romania,RO,Diseases of the digestive system (K00-K93),2017.0,15022
Romania,RO,Diseases of the skin and subcutaneous tissue (L00-L99),2017.0,97
Romania,RO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2017.0,61
Romania,RO,Diseases of the genitourinary system (N00-N99),2017.0,3920
Romania,RO,"Pregnancy, childbirth and the puerperium (O00-O99)",2017.0,24
Romania,RO,Certain conditions originating in the perinatal period (P00-P96),2017.0,490
Romania,RO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2017.0,389
Romania,RO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2017.0,806
Slovenia,SI,Malignant neoplasms (C00-C97),2017.0,6369
Slovenia,SI,"Endocrine, nutritional and metabolic diseases (E00-E90)",2017.0,390
Slovenia,SI,Mental and behavioural disorders (F00-F99),2017.0,372
Slovenia,SI,Diseases of the circulatory system (I00-I99),2017.0,8099
Slovenia,SI,Diseases of the respiratory system (J00-J99),2017.0,1290
