name,abbr,year,source,filter,value_type,value
Hungary,HU,2023,deaths,Y20-39,normalized,0.8968340611353712
Hungary,HU,2024,deaths,Y20-39,normalized,0.8870087336244541
Hungary,HU,2015,deaths,Y40-59,normalized,1.072313655715829
Hungary,HU,2016,deaths,Y40-59,normalized,0.9765520747283472
Hungary,HU,2017,deaths,Y40-59,normalized,0.9511342695558238
Hungary,HU,2018,deaths,Y40-59,normalized,0.9316261040859122
Hungary,HU,2019,deaths,Y40-59,normalized,0.8950244646374785
Hungary,HU,2020,deaths,Y40-59,normalized,0.9501811018618542
Hungary,HU,2021,deaths,Y40-59,normalized,1.1224502764186313
Hungary,HU,2022,deaths,Y40-59,normalized,0.9046196860901061
Hungary,HU,2023,deaths,Y40-59,normalized,0.824235877232001
Hungary,HU,2024,deaths,Y40-59,normalized,0.8209951070725043
Hungary,HU,2015,deaths,Y60-79,normalized,1.007108641175568
Hungary,HU,2016,deaths,Y60-79,normalized,0.9747021019075707
Hungary,HU,2017,deaths,Y60-79,normalized,1.0181892569168614
Hungary,HU,2018,deaths,Y60-79,normalized,1.019195035884148
Hungary,HU,2019,deaths,Y60-79,normalized,1.0124273367313887
Hungary,HU,2020,deaths,Y60-79,normalized,1.1375019177988783
Hungary,HU,2021,deaths,Y60-79,normalized,1.2668041799491996
Hungary,HU,2022,deaths,Y60-79,normalized,1.079098549291693
Hungary,HU,2023,deaths,Y60-79,normalized,1.0209167930993335
Hungary,HU,2024,deaths,Y60-79,normalized,0.9936243841734713
Hungary,HU,2015,deaths,Y_GE80,normalized,1.032010601761983
Hungary,HU,2016,deaths,Y_GE80,normalized,0.9575182917724354
Hungary,HU,2017,deaths,Y_GE80,normalized,1.0104711064655816
Hungary,HU,2018,deaths,Y_GE80,normalized,1.0051888905480066
Hungary,HU,2019,deaths,Y_GE80,normalized,0.9988800955651784
Hungary,HU,2020,deaths,Y_GE80,normalized,1.1045430789905928
Hungary,HU,2021,deaths,Y_GE80,normalized,1.1266611915783187
Hungary,HU,2022,deaths,Y_GE80,normalized,1.04725996714947
Hungary,HU,2023,deaths,Y_GE80,normalized,0.9833134239211587
Hungary,HU,2024,deaths,Y_GE80,normalized,0.9879796923995819
Hungary,HU,2015,deaths,Y_LT20,normalized,1.0684736091298146
Hungary,HU,2016,deaths,Y_LT20,normalized,0.9871611982881597
Hungary,HU,2017,deaths,Y_LT20,normalized,0.9443651925820257
Hungary,HU,2018,deaths,Y_LT20,normalized,0.8216833095577746
Hungary,HU,2019,deaths,Y_LT20,normalized,0.9186875891583453
Hungary,HU,2020,deaths,Y_LT20,normalized,0.8288159771754636
Hungary,HU,2021,deaths,Y_LT20,normalized,0.8502139800285307
Hungary,HU,2022,deaths,Y_LT20,normalized,0.8616262482168331
Hungary,HU,2023,deaths,Y_LT20,normalized,0.7660485021398002
Hungary,HU,2024,deaths,Y_LT20,normalized,0.8430813124108416
Iceland,IS,2015,deaths,LT80,normalized,0.9635036496350365
Iceland,IS,2016,deaths,LT80,normalized,1.0364963503649636
Iceland,IS,2017,deaths,LT80,normalized,1.0
Iceland,IS,2018,deaths,LT80,normalized,1.0198123044838374
Iceland,IS,2019,deaths,LT80,normalized,1.0125130344108446
Iceland,IS,2020,deaths,LT80,normalized,1.105318039624609
Iceland,IS,2021,deaths,LT80,normalized,1.1230448383733056
Iceland,IS,2022,deaths,LT80,normalized,1.2732012513034412
Iceland,IS,2023,deaths,LT80,normalized,1.2116788321167884
Iceland,IS,2024,deaths,LT80,normalized,1.2346193952033369
Iceland,IS,2015,deaths,TOTAL,normalized,0.9881463920580827
Iceland,IS,2016,deaths,TOTAL,normalized,1.0201511335012594
Iceland,IS,2017,deaths,TOTAL,normalized,0.991702474440658
Iceland,IS,2018,deaths,TOTAL,normalized,1.000148170099274
Iceland,IS,2019,deaths,TOTAL,normalized,1.0059268039709588
Iceland,IS,2020,deaths,TOTAL,normalized,1.0423766483923544
Iceland,IS,2021,deaths,TOTAL,normalized,1.0392650763076012
Iceland,IS,2022,deaths,TOTAL,normalized,1.1957327011409098
Iceland,IS,2023,deaths,TOTAL,normalized,1.1401689139131723
Iceland,IS,2024,deaths,TOTAL,normalized,1.1530597125500075
Iceland,IS,2015,deaths,Y20-39,normalized,0.7941176470588236
Iceland,IS,2016,deaths,Y20-39,normalized,1.023529411764706
Iceland,IS,2017,deaths,Y20-39,normalized,1.1823529411764706
Iceland,IS,2018,deaths,Y20-39,normalized,1.2
Iceland,IS,2019,deaths,Y20-39,normalized,0.9882352941176471
Iceland,IS,2020,deaths,Y20-39,normalized,1.147058823529412
Iceland,IS,2021,deaths,Y20-39,normalized,1.1294117647058823
Iceland,IS,2022,deaths,Y20-39,normalized,1.1823529411764706
Iceland,IS,2023,deaths,Y20-39,normalized,1.3235294117647058
Iceland,IS,2024,deaths,Y20-39,normalized,1.2176470588235295
Iceland,IS,2015,deaths,Y40-59,normalized,1.0934065934065933
Iceland,IS,2016,deaths,Y40-59,normalized,0.9120879120879121
Iceland,IS,2017,deaths,Y40-59,normalized,0.9945054945054945
Iceland,IS,2018,deaths,Y40-59,normalized,1.0054945054945055
Iceland,IS,2019,deaths,Y40-59,normalized,1.1153846153846154
Iceland,IS,2020,deaths,Y40-59,normalized,1.1043956043956045
Iceland,IS,2021,deaths,Y40-59,normalized,1.0604395604395604
Iceland,IS,2022,deaths,Y40-59,normalized,1.0824175824175823
Iceland,IS,2023,deaths,Y40-59,normalized,1.2582417582417582
Iceland,IS,2024,deaths,Y40-59,normalized,1.010989010989011
Iceland,IS,2015,deaths,Y60-79,normalized,0.9364244741873804
Iceland,IS,2016,deaths,Y60-79,normalized,1.0783938814531548
Iceland,IS,2017,deaths,Y60-79,normalized,0.9851816443594645
Iceland,IS,2018,deaths,Y60-79,normalized,1.0138623326959846
Iceland,IS,2019,deaths,Y60-79,normalized,1.0066921606118546
Iceland,IS,2020,deaths,Y60-79,normalized,1.104206500956023
Iceland,IS,2021,deaths,Y60-79,normalized,1.135755258126195
Iceland,IS,2022,deaths,Y60-79,normalized,1.3465583173996176
Iceland,IS,2023,deaths,Y60-79,normalized,1.1974187380497132
Iceland,IS,2024,deaths,Y60-79,normalized,1.3006692160611855
Iceland,IS,2015,deaths,Y_GE80,normalized,1.0064566115702478
Iceland,IS,2016,deaths,Y_GE80,normalized,1.0080061983471074
Iceland,IS,2017,deaths,Y_GE80,normalized,0.9855371900826446
Iceland,IS,2018,deaths,Y_GE80,normalized,0.9855371900826446
Iceland,IS,2019,deaths,Y_GE80,normalized,1.0010330578512396
Iceland,IS,2020,deaths,Y_GE80,normalized,0.9956095041322314
Iceland,IS,2021,deaths,Y_GE80,normalized,0.9770144628099173
Iceland,IS,2022,deaths,Y_GE80,normalized,1.1381714876033058
Iceland,IS,2023,deaths,Y_GE80,normalized,1.087035123966942
Iceland,IS,2024,deaths,Y_GE80,normalized,1.0924586776859504
Iceland,IS,2015,deaths,Y_LT20,normalized,1.173913043478261
Iceland,IS,2016,deaths,Y_LT20,normalized,0.782608695652174
Iceland,IS,2017,deaths,Y_LT20,normalized,1.0434782608695652
Iceland,IS,2018,deaths,Y_LT20,normalized,0.8695652173913043
Iceland,IS,2019,deaths,Y_LT20,normalized,0.43478260869565216
Iceland,IS,2020,deaths,Y_LT20,normalized,1.0434782608695652
Iceland,IS,2021,deaths,Y_LT20,normalized,1.2173913043478262
Iceland,IS,2022,deaths,Y_LT20,normalized,0.782608695652174
Iceland,IS,2023,deaths,Y_LT20,normalized,1.0
Iceland,IS,2024,deaths,Y_LT20,normalized,1.0434782608695652
Ireland,IE,2015,deaths,TOTAL,normalized,1.0070017531107025
Ireland,IE,2016,deaths,TOTAL,normalized,0.9984393038867747
Ireland,IE,2017,deaths,TOTAL,normalized,0.9945589430025227
Ireland,IE,2018,deaths,TOTAL,normalized,1.0136079873433959
Ireland,IE,2019,deaths,TOTAL,normalized,1.002031042887074
Ireland,IE,2020,deaths,TOTAL,normalized,1.0414118954974985
Ireland,IE,2021,deaths,TOTAL,normalized,1.0986552358147688
Ireland,IE,2022,deaths,TOTAL,normalized,1.1280625988797195
Ireland,IE,2023,deaths,TOTAL,normalized,1.1255932783170137
Ireland,IE,2024,deaths,TOTAL,normalized,1.117736349253859
Italy,IT,2015,deaths,LT80,normalized,1.037173778722296
Italy,IT,2016,deaths,LT80,normalized,0.9709957801464619
Italy,IT,2017,deaths,LT80,normalized,0.9918304411312422
Italy,IT,2018,deaths,LT80,normalized,0.9646036579452666
Italy,IT,2019,deaths,LT80,normalized,0.945011678714815
Italy,IT,2020,deaths,LT80,normalized,1.0955216354079793
Italy,IT,2021,deaths,LT80,normalized,1.051458384707672
Italy,IT,2022,deaths,LT80,normalized,1.004186604527961
Italy,IT,2023,deaths,LT80,normalized,0.9490846824580994
Italy,IT,2024,deaths,LT80,normalized,0.9161058205163017
Italy,IT,2015,deaths,TOTAL,normalized,1.0283959202001411
Italy,IT,2016,deaths,TOTAL,normalized,0.9602894348579127
Italy,IT,2017,deaths,TOTAL,normalized,1.0113146449419463
Italy,IT,2018,deaths,TOTAL,normalized,0.9835920200141126
Italy,IT,2019,deaths,TOTAL,normalized,0.9898733722496633
Italy,IT,2020,deaths,TOTAL,normalized,1.1652247097312207
Italy,IT,2021,deaths,TOTAL,normalized,1.087305151068061
Italy,IT,2022,deaths,TOTAL,normalized,1.095036756687408
Italy,IT,2023,deaths,TOTAL,normalized,1.0136424401821797
Italy,IT,2024,deaths,TOTAL,normalized,0.9862077105651421
Italy,IT,2015,deaths,Y20-39,normalized,1.0635701167130756
Italy,IT,2016,deaths,Y20-39,normalized,0.9901652941524972
Italy,IT,2017,deaths,Y20-39,normalized,0.9462645891344275
Italy,IT,2018,deaths,Y20-39,normalized,0.9537294863439778
Italy,IT,2019,deaths,Y20-39,normalized,0.8929438947804965
Italy,IT,2020,deaths,Y20-39,normalized,0.8815688133183246
Italy,IT,2021,deaths,Y20-39,normalized,0.9240476331536229
Italy,IT,2022,deaths,Y20-39,normalized,0.8833461697967889
Italy,IT,2023,deaths,Y20-39,normalized,0.8653948693642989
Italy,IT,2024,deaths,Y20-39,normalized,0.8346466022868654
Italy,IT,2015,deaths,Y40-59,normalized,1.0363172748427985
Italy,IT,2016,deaths,Y40-59,normalized,0.9812595930088627
Italy,IT,2017,deaths,Y40-59,normalized,0.9824231321483389
Italy,IT,2018,deaths,Y40-59,normalized,0.9747734812100807
Italy,IT,2019,deaths,Y40-59,normalized,0.9533594098133387
Italy,IT,2020,deaths,Y40-59,normalized,1.0420607020844679
Italy,IT,2021,deaths,Y40-59,normalized,1.0324800712977176
Italy,IT,2022,deaths,Y40-59,normalized,0.9731395751844333
Italy,IT,2023,deaths,Y40-59,normalized,0.9252364212506808
Italy,IT,2024,deaths,Y40-59,normalized,0.8748824082784572
Italy,IT,2015,deaths,Y60-79,normalized,1.03631311613003
Italy,IT,2016,deaths,Y60-79,normalized,0.968224068452231
Italy,IT,2017,deaths,Y60-79,normalized,0.995462815417739
Italy,IT,2018,deaths,Y60-79,normalized,0.9625886453958263
Italy,IT,2019,deaths,Y60-79,normalized,0.9464226445651965
Italy,IT,2020,deaths,Y60-79,normalized,1.1175758123402384
Italy,IT,2021,deaths,Y60-79,normalized,1.0630618263080245
Italy,IT,2022,deaths,Y60-79,normalized,1.0181556892054626
Italy,IT,2023,deaths,Y60-79,normalized,0.9592835036587676
Italy,IT,2024,deaths,Y60-79,normalized,0.929829164834821
Italy,IT,2015,deaths,Y_GE80,normalized,1.0232311894613544
Italy,IT,2016,deaths,Y_GE80,normalized,0.9539900179246967
Italy,IT,2017,deaths,Y_GE80,normalized,1.0227787926139489
Italy,IT,2018,deaths,Y_GE80,normalized,0.9947644235119201
Italy,IT,2019,deaths,Y_GE80,normalized,1.016269168788041
Italy,IT,2020,deaths,Y_GE80,normalized,1.206236718484446
Italy,IT,2021,deaths,Y_GE80,normalized,1.1083967300266793
Italy,IT,2022,deaths,Y_GE80,normalized,1.1484913176486125
Italy,IT,2023,deaths,Y_GE80,normalized,1.0516270391482223
Italy,IT,2024,deaths,Y_GE80,normalized,1.027454375166592
Italy,IT,2015,deaths,Y_LT20,normalized,1.0556760665220535
Italy,IT,2016,deaths,Y_LT20,normalized,0.9743311641359363
Italy,IT,2017,deaths,Y_LT20,normalized,0.9699927693420102
Italy,IT,2018,deaths,Y_LT20,normalized,0.9779464931308749
Italy,IT,2019,deaths,Y_LT20,normalized,0.8311641359363702
Italy,IT,2020,deaths,Y_LT20,normalized,0.7819956616052061
Italy,IT,2021,deaths,Y_LT20,normalized,0.7830802603036876
Italy,IT,2022,deaths,Y_LT20,normalized,0.7346348517715112
Italy,IT,2023,deaths,Y_LT20,normalized,0.7603036876355749
Italy,IT,2024,deaths,Y_LT20,normalized,0.7321041214750542
Latvia,LV,2015,deaths,LT80,normalized,1.02216
Latvia,LV,2016,deaths,LT80,normalized,0.9912599999999999
Latvia,LV,2017,deaths,LT80,normalized,0.9865799999999999
Latvia,LV,2018,deaths,LT80,normalized,0.97032
Latvia,LV,2019,deaths,LT80,normalized,0.9128999999999999
Latvia,LV,2020,deaths,LT80,normalized,0.9515999999999999
Latvia,LV,2021,deaths,LT80,normalized,1.12764
Latvia,LV,2022,deaths,LT80,normalized,0.9665999999999999
Latvia,LV,2023,deaths,LT80,normalized,0.8951399999999999
Latvia,LV,2024,deaths,LT80,normalized,0.83358
Latvia,LV,2015,deaths,TOTAL,normalized,1.0097822803634082
Latvia,LV,2016,deaths,TOTAL,normalized,0.9913446569231127
Latvia,LV,2017,deaths,TOTAL,normalized,0.9988730627134791
Latvia,LV,2018,deaths,TOTAL,normalized,1.0018007760763994
Latvia,LV,2019,deaths,TOTAL,normalized,0.9630782814787276
Latvia,LV,2020,deaths,TOTAL,normalized,1.0224690382693962
Latvia,LV,2021,deaths,TOTAL,normalized,1.2014429444431536
Latvia,LV,2022,deaths,TOTAL,normalized,1.0553012524107164
Latvia,LV,2023,deaths,TOTAL,normalized,0.9625903292515743
Latvia,LV,2024,deaths,TOTAL,normalized,0.9125752259683528
Latvia,LV,2015,deaths,Y20-39,normalized,1.0521844660194175
Latvia,LV,2016,deaths,Y20-39,normalized,0.9781553398058253
Latvia,LV,2017,deaths,Y20-39,normalized,0.9696601941747572
Latvia,LV,2018,deaths,Y20-39,normalized,0.8677184466019418
Latvia,LV,2019,deaths,Y20-39,normalized,0.7742718446601942
Latvia,LV,2020,deaths,Y20-39,normalized,0.7439320388349514
Latvia,LV,2021,deaths,Y20-39,normalized,0.9029126213592233
Latvia,LV,2022,deaths,Y20-39,normalized,0.8701456310679612
Latvia,LV,2023,deaths,Y20-39,normalized,0.7949029126213593
Latvia,LV,2024,deaths,Y20-39,normalized,0.6759708737864077
Latvia,LV,2015,deaths,Y40-59,normalized,1.039009234486925
Latvia,LV,2016,deaths,Y40-59,normalized,0.9929231034780357
Latvia,LV,2017,deaths,Y40-59,normalized,0.9680676620350392
Latvia,LV,2018,deaths,Y40-59,normalized,0.9810132044532666
Latvia,LV,2019,deaths,Y40-59,normalized,0.8986795546733408
Latvia,LV,2020,deaths,Y40-59,normalized,0.9064468801242772
Latvia,LV,2021,deaths,Y40-59,normalized,1.1156468456028308
Latvia,LV,2022,deaths,Y40-59,normalized,0.9447656856822301
Latvia,LV,2023,deaths,Y40-59,normalized,0.8590661948735652
Latvia,LV,2024,deaths,Y40-59,normalized,0.813497885561405
Latvia,LV,2015,deaths,Y60-79,normalized,1.01479807963852
Latvia,LV,2016,deaths,Y60-79,normalized,0.99149957639085
Latvia,LV,2017,deaths,Y60-79,normalized,0.9937023439706297
Latvia,LV,2018,deaths,Y60-79,normalized,0.9758260378424174
Latvia,LV,2019,deaths,Y60-79,normalized,0.9282123693871788
Latvia,LV,2020,deaths,Y60-79,normalized,0.9828579497317141
Latvia,LV,2021,deaths,Y60-79,normalized,1.1551821519344818
Latvia,LV,2022,deaths,Y60-79,normalized,0.9851454391414854
Latvia,LV,2023,deaths,Y60-79,normalized,0.9178763061282124
Latvia,LV,2024,deaths,Y60-79,normalized,0.855859926574414
Latvia,LV,2015,deaths,Y_GE80,normalized,0.9926813040585496
Latvia,LV,2016,deaths,Y_GE80,normalized,0.9913506320691949
Latvia,LV,2017,deaths,Y_GE80,normalized,1.0159680638722555
Latvia,LV,2018,deaths,Y_GE80,normalized,1.0454923486360612
Latvia,LV,2019,deaths,Y_GE80,normalized,1.032684630738523
Latvia,LV,2020,deaths,Y_GE80,normalized,1.120758483033932
Latvia,LV,2021,deaths,Y_GE80,normalized,1.3035595475715236
Latvia,LV,2022,deaths,Y_GE80,normalized,1.1758150365934796
Latvia,LV,2023,deaths,Y_GE80,normalized,1.0521457085828343
Latvia,LV,2024,deaths,Y_GE80,normalized,1.0191284098469726
Latvia,LV,2015,deaths,Y_LT20,normalized,1.0056497175141244
Latvia,LV,2016,deaths,Y_LT20,normalized,1.0
Latvia,LV,2017,deaths,Y_LT20,normalized,0.9943502824858758
Latvia,LV,2018,deaths,Y_LT20,normalized,0.847457627118644
Latvia,LV,2019,deaths,Y_LT20,normalized,0.847457627118644
Latvia,LV,2020,deaths,Y_LT20,normalized,0.8192090395480226
Latvia,LV,2021,deaths,Y_LT20,normalized,0.5988700564971752
Latvia,LV,2022,deaths,Y_LT20,normalized,0.655367231638418
Latvia,LV,2023,deaths,Y_LT20,normalized,0.632768361581921
Latvia,LV,2024,deaths,Y_LT20,normalized,0.519774011299435
Liechtenstein,LI,2015,deaths,LT80,normalized,0.8769230769230769
Liechtenstein,LI,2016,deaths,LT80,normalized,1.1076923076923078
Liechtenstein,LI,2017,deaths,LT80,normalized,1.0153846153846153
Liechtenstein,LI,2018,deaths,LT80,normalized,1.0076923076923077
Liechtenstein,LI,2019,deaths,LT80,normalized,0.9461538461538461
Liechtenstein,LI,2020,deaths,LT80,normalized,1.1153846153846154
Liechtenstein,LI,2021,deaths,LT80,normalized,0.9769230769230769
Liechtenstein,LI,2022,deaths,LT80,normalized,0.0
Liechtenstein,LI,2023,deaths,LT80,normalized,0.9538461538461539
Liechtenstein,LI,2024,deaths,LT80,normalized,1.0923076923076922
Liechtenstein,LI,2015,deaths,TOTAL,normalized,0.997422680412371
Liechtenstein,LI,2016,deaths,TOTAL,normalized,1.0438144329896906
Liechtenstein,LI,2017,deaths,TOTAL,normalized,0.9587628865979381
Liechtenstein,LI,2018,deaths,TOTAL,normalized,1.0554123711340206
Liechtenstein,LI,2019,deaths,TOTAL,normalized,1.0051546391752577
Liechtenstein,LI,2020,deaths,TOTAL,normalized,1.2564432989690721
Liechtenstein,LI,2021,deaths,TOTAL,normalized,1.0322164948453607
Liechtenstein,LI,2022,deaths,TOTAL,normalized,1.0786082474226804
Liechtenstein,LI,2023,deaths,TOTAL,normalized,1.0206185567010309
Liechtenstein,LI,2024,deaths,TOTAL,normalized,1.1172680412371134
Liechtenstein,LI,2015,deaths,Y20-39,normalized,0.6
Liechtenstein,LI,2016,deaths,Y20-39,normalized,1.5
Liechtenstein,LI,2017,deaths,Y20-39,normalized,0.8999999999999999
Liechtenstein,LI,2018,deaths,Y20-39,normalized,1.7999999999999998
Liechtenstein,LI,2019,deaths,Y20-39,normalized,0.8999999999999999
Liechtenstein,LI,2020,deaths,Y20-39,normalized,0.8999999999999999
Liechtenstein,LI,2021,deaths,Y20-39,normalized,0.8999999999999999
Liechtenstein,LI,2022,deaths,Y20-39,normalized,0.0
Liechtenstein,LI,2023,deaths,Y20-39,normalized,1.5
Liechtenstein,LI,2024,deaths,Y20-39,normalized,0.6
Liechtenstein,LI,2015,deaths,Y40-59,normalized,1.0945945945945945
Liechtenstein,LI,2016,deaths,Y40-59,normalized,0.8513513513513513
Liechtenstein,LI,2017,deaths,Y40-59,normalized,1.054054054054054
Liechtenstein,LI,2018,deaths,Y40-59,normalized,0.8918918918918919
Liechtenstein,LI,2019,deaths,Y40-59,normalized,0.7702702702702703
Liechtenstein,LI,2020,deaths,Y40-59,normalized,0.6486486486486486
Liechtenstein,LI,2021,deaths,Y40-59,normalized,0.9729729729729729
Liechtenstein,LI,2022,deaths,Y40-59,normalized,0.0
Liechtenstein,LI,2023,deaths,Y40-59,normalized,1.0945945945945945
Liechtenstein,LI,2024,deaths,Y40-59,normalized,1.0135135135135134
Liechtenstein,LI,2015,deaths,Y60-79,normalized,0.822742474916388
Liechtenstein,LI,2016,deaths,Y60-79,normalized,1.1538461538461537
Liechtenstein,LI,2017,deaths,Y60-79,normalized,1.0234113712374582
Liechtenstein,LI,2018,deaths,Y60-79,normalized,1.0234113712374582
Liechtenstein,LI,2019,deaths,Y60-79,normalized,1.0133779264214047
Liechtenstein,LI,2020,deaths,Y60-79,normalized,1.1939799331103678
Liechtenstein,LI,2021,deaths,Y60-79,normalized,0.983277591973244
Liechtenstein,LI,2022,deaths,Y60-79,normalized,0.0
Liechtenstein,LI,2023,deaths,Y60-79,normalized,0.8729096989966555
Liechtenstein,LI,2024,deaths,Y60-79,normalized,1.1438127090301002
Liechtenstein,LI,2015,deaths,Y_GE80,normalized,1.1191709844559585
Liechtenstein,LI,2016,deaths,Y_GE80,normalized,0.9792746113989638
Liechtenstein,LI,2017,deaths,Y_GE80,normalized,0.9015544041450778
Liechtenstein,LI,2018,deaths,Y_GE80,normalized,1.1036269430051815
Liechtenstein,LI,2019,deaths,Y_GE80,normalized,1.0647668393782384
Liechtenstein,LI,2020,deaths,Y_GE80,normalized,1.3989637305699483
Liechtenstein,LI,2021,deaths,Y_GE80,normalized,1.0880829015544042
Liechtenstein,LI,2022,deaths,Y_GE80,normalized,0.0
Liechtenstein,LI,2023,deaths,Y_GE80,normalized,1.0880829015544042
Liechtenstein,LI,2024,deaths,Y_GE80,normalized,1.1424870466321244
Liechtenstein,LI,2015,deaths,Y_LT20,normalized,1.2857142857142856
Liechtenstein,LI,2016,deaths,Y_LT20,normalized,1.2857142857142856
Liechtenstein,LI,2017,deaths,Y_LT20,normalized,0.42857142857142855
Liechtenstein,LI,2018,deaths,Y_LT20,normalized,0.42857142857142855
Liechtenstein,LI,2019,deaths,Y_LT20,normalized,0.0
Liechtenstein,LI,2020,deaths,Y_LT20,normalized,3.0
Liechtenstein,LI,2021,deaths,Y_LT20,normalized,0.8571428571428571
Liechtenstein,LI,2022,deaths,Y_LT20,normalized,0.0
Liechtenstein,LI,2023,deaths,Y_LT20,normalized,2.142857142857143
Liechtenstein,LI,2024,deaths,Y_LT20,normalized,0.42857142857142855
Lithuania,LT,2015,deaths,LT80,normalized,1.0559376231985633
Lithuania,LT,2016,deaths,LT80,normalized,1.008322747382715
Lithuania,LT,2017,deaths,LT80,normalized,0.9357396294187218
Lithuania,LT,2018,deaths,LT80,normalized,0.9215033510009198
Lithuania,LT,2019,deaths,LT80,normalized,0.8927679705637567
Lithuania,LT,2020,deaths,LT80,normalized,1.0452494634018135
Lithuania,LT,2021,deaths,LT80,normalized,1.1025888124753602
Lithuania,LT,2022,deaths,LT80,normalized,0.9607078715668667
Lithuania,LT,2023,deaths,LT80,normalized,0.8700337290288668
Lithuania,LT,2024,deaths,LT80,normalized,0.8792763590170397
Lithuania,LT,2015,deaths,TOTAL,normalized,1.0341624723417706
Lithuania,LT,2016,deaths,TOTAL,normalized,0.9934835995817832
Lithuania,LT,2017,deaths,TOTAL,normalized,0.9723539280764462
Lithuania,LT,2018,deaths,TOTAL,normalized,0.9592724973861454
Lithuania,LT,2019,deaths,TOTAL,normalized,0.9284411700342841
Lithuania,LT,2020,deaths,TOTAL,normalized,1.0776861915529943
Lithuania,LT,2021,deaths,TOTAL,normalized,1.154059377051572
Lithuania,LT,2022,deaths,TOTAL,normalized,1.0304666034478567
Lithuania,LT,2023,deaths,TOTAL,normalized,0.9191528679456318
Lithuania,LT,2024,deaths,TOTAL,normalized,0.9147761810975757
Lithuania,LT,2015,deaths,Y20-39,normalized,1.1350407450523865
Lithuania,LT,2016,deaths,Y20-39,normalized,0.9866123399301514
Lithuania,LT,2017,deaths,Y20-39,normalized,0.8783469150174622
Lithuania,LT,2018,deaths,Y20-39,normalized,0.880093131548312
Lithuania,LT,2019,deaths,Y20-39,normalized,0.7980209545983703
Lithuania,LT,2020,deaths,Y20-39,normalized,0.7892898719441211
Lithuania,LT,2021,deaths,Y20-39,normalized,0.850407450523865
Lithuania,LT,2022,deaths,Y20-39,normalized,0.7290454016298021
Lithuania,LT,2023,deaths,Y20-39,normalized,0.7098370197904541
Lithuania,LT,2024,deaths,Y20-39,normalized,0.6792782305005821
Lithuania,LT,2015,deaths,Y40-59,normalized,1.0639185867017324
Lithuania,LT,2016,deaths,Y40-59,normalized,1.0296152306900692
Lithuania,LT,2017,deaths,Y40-59,normalized,0.9064661826081986
Lithuania,LT,2018,deaths,Y40-59,normalized,0.8606712023326283
Lithuania,LT,2019,deaths,Y40-59,normalized,0.8366588531244641
Lithuania,LT,2020,deaths,Y40-59,normalized,0.9857069349951404
Lithuania,LT,2021,deaths,Y40-59,normalized,1.0074895660625465
Lithuania,LT,2022,deaths,Y40-59,normalized,0.8452346921273799
Lithuania,LT,2023,deaths,Y40-59,normalized,0.7893202218283689
Lithuania,LT,2024,deaths,Y40-59,normalized,0.775255845863587
Lithuania,LT,2015,deaths,Y60-79,normalized,1.0449121006031052
Lithuania,LT,2016,deaths,Y60-79,normalized,1.0020531245989992
Lithuania,LT,2017,deaths,Y60-79,normalized,0.9530347747978956
Lithuania,LT,2018,deaths,Y60-79,normalized,0.9487360451687412
Lithuania,LT,2019,deaths,Y60-79,normalized,0.9230078275375336
Lithuania,LT,2020,deaths,Y60-79,normalized,1.092518927242397
Lithuania,LT,2021,deaths,Y60-79,normalized,1.1643141280636469
Lithuania,LT,2022,deaths,Y60-79,normalized,1.0279738226613628
Lithuania,LT,2023,deaths,Y60-79,normalized,0.9162710124470679
Lithuania,LT,2024,deaths,Y60-79,normalized,0.9396253047606826
Lithuania,LT,2015,deaths,Y_GE80,normalized,1.0069953000327905
Lithuania,LT,2016,deaths,Y_GE80,normalized,0.9749699420701716
Lithuania,LT,2017,deaths,Y_GE80,normalized,1.018034757897038
Lithuania,LT,2018,deaths,Y_GE80,normalized,1.0063941414362225
Lithuania,LT,2019,deaths,Y_GE80,normalized,0.9729478631544431
Lithuania,LT,2020,deaths,Y_GE80,normalized,1.1181549896163516
Lithuania,LT,2021,deaths,Y_GE80,normalized,1.2182752213356651
Lithuania,LT,2022,deaths,Y_GE80,normalized,1.1174991802382774
Lithuania,LT,2023,deaths,Y_GE80,normalized,0.9804350202207892
Lithuania,LT,2024,deaths,Y_GE80,normalized,0.9590665646518746
Lithuania,LT,2015,deaths,Y_LT20,normalized,1.185785536159601
Lithuania,LT,2016,deaths,Y_LT20,normalized,1.002493765586035
Lithuania,LT,2017,deaths,Y_LT20,normalized,0.8117206982543641
Lithuania,LT,2018,deaths,Y_LT20,normalized,0.8379052369077308
Lithuania,LT,2019,deaths,Y_LT20,normalized,0.759351620947631
Lithuania,LT,2020,deaths,Y_LT20,normalized,0.6845386533665836
Lithuania,LT,2021,deaths,Y_LT20,normalized,0.658354114713217
Lithuania,LT,2022,deaths,Y_LT20,normalized,0.5498753117206983
Lithuania,LT,2023,deaths,Y_LT20,normalized,0.6209476309226933
Lithuania,LT,2024,deaths,Y_LT20,normalized,0.486284289276808
Luxembourg,LU,2015,deaths,LT80,normalized,0.9798493078675311
Luxembourg,LU,2016,deaths,LT80,normalized,0.9456807429472578
Luxembourg,LU,2017,deaths,LT80,normalized,1.0744699491852112
Luxembourg,LU,2018,deaths,LT80,normalized,1.0282109689854566
Luxembourg,LU,2019,deaths,LT80,normalized,1.0066584895742072
Luxembourg,LU,2020,deaths,LT80,normalized,1.0770983003329244
Luxembourg,LU,2021,deaths,LT80,normalized,1.0618538636761872
